x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,class
0.5857409238815308,0.34338897466659546,0.5944092273712158,0.3352425694465637,0.5770451426506042,0.3340305685997009,0.6024080514907837,0.30532240867614746,0.5518200397491455,0.30352839827537537,0.5997375845909119,0.31064969301223755,0.51076340675354,0.32243791222572327,0.6445643901824951,0.36958909034729004,0.5157315135002136,0.4258200526237488,0.6916953921318054,0.462177574634552,0.5548142194747925,0.5268481969833374,0.5431989431381226,0.4588142931461334,0.4824398159980774,0.4665800929069519,0.5834826231002808,0.6040753126144409,0.5125150680541992,0.6253488659858704,0.578097939491272,0.746238112449646,0.5081686973571777,0.7862390875816345,0
0.5062471628189087,0.16094784438610077,0.4922858774662018,0.139118492603302,0.5303095579147339,0.13650256395339966,0.4418724775314331,0.1247490867972374,0.6130011677742004,0.11773557960987091,0.4150661528110504,0.25314444303512573,0.6833208799362183,0.25438937544822693,0.5008276700973511,0.5155857801437378,0.7220540642738342,0.5359401106834412,0.5306523442268372,0.7517039179801941,0.5590839385986328,0.7839829921722412,0.4282609820365906,0.7025848031044006,0.5978261232376099,0.7043426632881165,0.5010828375816345,0.9673908948898315,0.6043973565101624,0.9802842140197754,0.5362654328346252,1.0,0.5285056829452515,1.0,0
0.4277264475822449,0.22411489486694336,0.4454561769962311,0.20607316493988037,0.42706385254859924,0.2111121267080307,0.49874019622802734,0.222143292427063,0.4527987837791443,0.23114070296287537,0.5421928763389587,0.3548685312271118,0.47364896535873413,0.38742971420288086,0.6530691385269165,0.5372703671455383,0.4218675196170807,0.5407112836837769,0.6252154111862183,0.6897807717323303,0.3154658377170563,0.5155776739120483,0.493471622467041,0.7281786203384399,0.4818001389503479,0.738894522190094,0.37459081411361694,0.9442236423492432,0.5555891990661621,1.0,0.26951107382774353,0.9835269451141357,0.6278449892997742,1.0,0
0.33752018213272095,0.3355606496334076,0.38912445306777954,0.28516414761543274,0.2986229658126831,0.276787668466568,0.4553608000278473,0.34056469798088074,0.24651575088500977,0.32057851552963257,0.5395711064338684,0.6206523180007935,0.13174057006835938,0.5937010645866394,0.6073396801948547,0.969855785369873,0.03175382688641548,0.9783306121826172,0.5157777070999146,0.5911369323730469,0.16798774898052216,0.8729986548423767,0.4668543040752411,1.0,0.21540041267871857,1.0,0.5525456666946411,0.9322760105133057,0.28714892268180847,0.8903976082801819,0.5907503366470337,0.9976320266723633,0.513420581817627,0.9483567476272583,0
0.46082407236099243,0.36956286430358887,0.48332998156547546,0.3634556233882904,0.45765435695648193,0.314792275428772,0.4824543297290802,0.35971567034721375,0.4093162417411804,0.24213863909244537,0.45630550384521484,0.43841272592544556,0.26573407649993896,0.36605629324913025,0.48000776767730713,0.6809371709823608,0.20692624151706696,0.6855249404907227,0.42098215222358704,0.6165779829025269,0.3172820210456848,0.6823552250862122,0.4215007424354553,0.8405480980873108,0.2883628308773041,0.8493930101394653,0.6659848093986511,0.7584328055381775,0.4341493844985962,0.7743862867355347,0.639967679977417,0.870130181312561,0.4895630478858948,0.9255667328834534,0
0.3104846775531769,0.36192503571510315,0.3723304867744446,0.26816511154174805,0.24827902019023895,0.27085310220718384,0.4474579095840454,0.33682820200920105,0.16739800572395325,0.34146127104759216,0.544346809387207,0.6842871904373169,0.06875491142272949,0.7226951718330383,0.5779026746749878,1.0,0.01765606366097927,1.0,0.3858090937137604,0.9498189091682434,0.20246534049510956,0.9893242716789246,0.47214144468307495,1.0,0.18565967679023743,1.0,0.48810017108917236,0.844116747379303,0.1792050451040268,0.7903169393539429,0.4497831165790558,0.9516046643257141,0.3748158812522888,0.8527153134346008,0
0.029750054702162743,0.35310155153274536,0.030578596517443657,0.3366822898387909,0.015032884664833546,0.344217449426651,0.025468189269304276,0.35870546102523804,0.0,0.3788985013961792,0.02515406720340252,0.4487607777118683,0.0024274529423564672,0.47039803862571716,0.10551568120718002,0.4255625903606415,0.09513409435749054,0.4404396116733551,0.17508511245250702,0.436917781829834,0.1987907439470291,0.42809003591537476,0.04431300237774849,0.6068106889724731,0.03078000433743,0.6312410235404968,0.12136055529117584,0.7553544044494629,0.1315198391675949,0.7890445590019226,0.16328074038028717,0.9594957232475281,0.15644444525241852,0.9852808713912964,0
0.2794513702392578,0.7017245888710022,0.3054038882255554,0.541655421257019,0.22086699306964874,0.6937552690505981,0.5434640049934387,0.45300981402397156,0.2737506330013275,0.7965077757835388,0.8366572856903076,0.6706980466842651,0.4596168100833893,0.9715210795402527,0.9656282067298889,0.7361047863960266,0.41405975818634033,0.9534602761268616,0.6187766194343567,0.5525190234184265,0.4734053611755371,0.7184783220291138,0.8213463425636292,0.7429538369178772,0.6020282506942749,0.8310127258300781,0.48468974232673645,0.5104888081550598,0.3584003746509552,0.668980598449707,0.7756786346435547,0.6552630066871643,0.659232497215271,0.7712336182594299,0
0.7992645502090454,0.22987297177314758,0.8015608787536621,0.2184959203004837,0.800281822681427,0.22062234580516815,0.760513186454773,0.19168242812156677,0.7864868640899658,0.20214442908763885,0.6967484354972839,0.20387955009937286,0.7592302560806274,0.22739681601524353,0.6608520150184631,0.2694486677646637,0.8253362774848938,0.28226953744888306,0.6761192083358765,0.3755103647708893,0.9123764038085938,0.32105717062950134,0.5895838737487793,0.37448325753211975,0.6225882768630981,0.38481801748275757,0.6439777612686157,0.516801118850708,0.6762963533401489,0.5454000234603882,0.6373365521430969,0.6444481611251831,0.6587790250778198,0.694364607334137,0
0.441465824842453,0.38480740785598755,0.47607940435409546,0.36074844002723694,0.3984633684158325,0.35733115673065186,0.5045812726020813,0.3773937225341797,0.30830058455467224,0.3699140250682831,0.5375645160675049,0.48796314001083374,0.2105530947446823,0.5193856954574585,0.6653784513473511,0.6319410800933838,0.14133653044700623,0.7000136971473694,0.7232632040977478,0.6638236045837402,0.1299113631248474,0.5505353808403015,0.5037258267402649,0.791330873966217,0.2834145426750183,0.8094645142555237,0.628072202205658,0.8733981251716614,0.31568560004234314,0.8796489238739014,0.5389567613601685,0.8946882486343384,0.3141779899597168,0.8717864751815796,0
